[0.069s] Invoking command in '/home/ubuntu/microros_ws/build/micro_ros_setup': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake /home/ubuntu/microros_ws/src/micro_ros_setup -DAMENT_CMAKE_SYMLINK_INSTALL=1 -DCMAKE_INSTALL_PREFIX=/home/ubuntu/microros_ws/install/micro_ros_setup
[0.162s] -- Found ament_cmake: 1.3.9 (/opt/ros/humble/share/ament_cmake/cmake)
[1.072s] -- Override CMake install command with custom implementation using symlinks instead of copying resources
[1.828s] -- Configuring done
[2.863s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/share/micro_ros_setup/local_setup.sh
[2.935s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/share/micro_ros_setup/local_setup.zsh
[2.975s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/share/micro_ros_setup/local_setup.dsv
[3.029s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/share/micro_ros_setup/package.dsv
[3.139s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/share/ament_index/resource_index/packages/micro_ros_setup
[3.191s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/share/micro_ros_setup/cmake/micro_ros_setupConfig.cmake
[3.244s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/share/micro_ros_setup/cmake/micro_ros_setupConfig-version.cmake
[3.292s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/share/micro_ros_setup/package.xml
[3.343s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/create_ws.sh
[3.384s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/create_agent_ws.sh
[3.449s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/create_firmware_ws.sh
[3.500s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/configure_firmware.sh
[3.549s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/flash_firmware.sh
[3.588s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/build_firmware.sh
[3.654s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/build_agent.sh
[3.740s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/yaml_filter.py
[3.785s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/clean_env.sh
[3.850s] -- Symlinking: /home/ubuntu/microros_ws/install/micro_ros_setup/lib/micro_ros_setup/component
[3.940s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config
[3.951s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/generate_lib
[3.961s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/generate_lib/generic
[3.965s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/generate_lib/generic/create.sh
[3.965s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/generate_lib/generic/package.xml
[3.967s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/generate_lib/generic/demo_toolchain.cmake
[3.971s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/generate_lib/generic/flash.sh
[3.972s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/generate_lib/generic/client_uros_packages.repos
[3.973s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/generate_lib/generic/build.sh
[3.974s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/generate_lib/generic/client-colcon.meta
[3.987s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/generate_lib/dev_uros_packages.repos
[3.989s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/generate_lib/dev_ros2_packages.txt
[4.020s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/raspbian
[4.022s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/raspbian/generic
[4.024s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/raspbian/generic/create.sh
[4.025s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/raspbian/generic/flash.sh
[4.026s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/raspbian/generic/client_uros_packages.repos
[4.028s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/raspbian/generic/build.sh
[4.029s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/raspbian/generic/client-colcon.meta
[4.030s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/raspbian/generic/configure.sh
[4.031s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/raspbian/generic/supported_platforms
[4.032s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/raspbian/dev_uros_packages.repos
[4.033s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/raspbian/dev_ros2_packages.txt
[4.034s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/renesas_ra
[4.035s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/renesas_ra/ra6m5
[4.037s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/renesas_ra/ra6m5/create.sh
[4.038s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/renesas_ra/ra6m5/board.repos
[4.039s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/renesas_ra/ra6m5/flash.sh
[4.040s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/renesas_ra/ra6m5/client_uros_packages.repos
[4.041s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/renesas_ra/ra6m5/build.sh
[4.042s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/renesas_ra/ra6m5/client-colcon.meta
[4.043s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/renesas_ra/ra6m5/configure.sh
[4.045s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/renesas_ra/dev_uros_packages.repos
[4.046s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/renesas_ra/dev_ros2_packages.txt
[4.048s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/renesas_ra/list_apps.sh
[4.049s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos
[4.050s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi
[4.052s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/create.sh
[4.054s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/package.xml
[4.055s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/board.repos
[4.057s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/flash.sh
[4.059s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/client_uros_packages.repos
[4.066s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/build.sh
[4.078s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/client-colcon.meta
[4.079s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/configure.sh
[4.082s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg
[4.085s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/create.sh
[4.090s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/package.xml
[4.091s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/board.repos
[4.093s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/flash.sh
[4.094s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/client_uros_packages.repos
[4.095s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/build.sh
[4.096s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/client-colcon.meta
[4.097s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/configure.sh
[4.097s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407
[4.098s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/create.sh
[4.098s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/package.xml
[4.099s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/board.repos
[4.100s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/flash.sh
[4.101s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/client_uros_packages.repos
[4.102s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/build.sh
[4.103s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/client-colcon.meta
[4.104s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/configure.sh
[4.105s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/esp32
[4.106s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/esp32/README.md
[4.107s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/esp32/create.sh
[4.130s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/esp32/package.xml
[4.136s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/esp32/board.repos
[4.143s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/esp32/flash.sh
[4.144s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/esp32/client_uros_packages.repos
[4.149s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/esp32/build.sh
[4.153s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/esp32/client-colcon.meta
[4.156s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/esp32/configure.sh
[4.159s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze
[4.163s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/create.sh
[4.168s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/package.xml
[4.171s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/board.repos
[4.173s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/flash.sh
[4.174s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/client_uros_packages.repos
[4.176s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/build.sh
[4.177s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/client-colcon.meta
[4.178s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/configure.sh
[4.178s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/dev_uros_packages.repos
[4.180s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/dev_ros2_packages.txt
[4.182s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/list_apps.sh
[4.182s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/crazyflie21
[4.183s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/crazyflie21/create.sh
[4.184s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/crazyflie21/package.xml
[4.185s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/crazyflie21/board.repos
[4.187s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/crazyflie21/flash.sh
[4.188s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/crazyflie21/client_uros_packages.repos
[4.188s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/crazyflie21/build.sh
[4.190s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/crazyflie21/client-colcon.meta
[4.191s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/crazyflie21/configure.sh
[4.191s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re
[4.192s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/create.sh
[4.195s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/package.xml
[4.209s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/board.repos
[4.211s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/flash.sh
[4.220s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/client_uros_packages.repos
[4.221s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/build.sh
[4.222s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/client-colcon.meta
[4.222s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/configure.sh
[4.223s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/mbed
[4.224s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/mbed/generic
[4.224s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/mbed/generic/create.sh
[4.225s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/mbed/generic/package.xml
[4.226s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/mbed/generic/board.repos
[4.226s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/mbed/generic/flash.sh
[4.227s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/mbed/generic/client_uros_packages.repos
[4.229s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/mbed/generic/build.sh
[4.230s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/mbed/generic/supported_platforms
[4.231s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/mbed/dev_uros_packages.repos
[4.232s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/mbed/dev_ros2_packages.txt
[4.234s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/mbed/list_apps.sh
[4.235s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/host
[4.236s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/host/generic
[4.236s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/host/generic/client_host_packages.repos
[4.237s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/host/generic/create.sh
[4.238s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/host/generic/client-host-colcon.meta
[4.238s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/host/generic/package.xml
[4.239s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/host/generic/flash.sh
[4.248s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/host/generic/build.sh
[4.253s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/host/client_ros2_packages.txt
[4.254s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/host/dev_uros_packages.repos
[4.255s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/host/dev_ros2_packages.txt
[4.256s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/client_uros_packages.repos
[4.256s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/client_ros2_packages.txt
[4.257s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/agent_ros2_packages.txt
[4.258s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/utils.sh
[4.259s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/agent_uros_packages.repos
[4.259s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/android
[4.265s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/android/generic
[4.281s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/android/generic/create.sh
[4.282s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/android/generic/package.xml
[4.282s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/android/generic/flash.sh
[4.284s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/android/generic/client_uros_packages.repos
[4.289s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/android/generic/build.sh
[4.291s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/android/generic/client-colcon.meta
[4.291s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/android/dev_uros_packages.repos
[4.292s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/android/dev_ros2_packages.txt
[4.292s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/zephyr
[4.293s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/zephyr/generic
[4.293s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/zephyr/generic/create.sh
[4.294s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/zephyr/generic/package.xml
[4.296s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/zephyr/generic/board.repos
[4.297s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/zephyr/generic/flash.sh
[4.298s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/zephyr/generic/client_uros_packages.repos
[4.299s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/zephyr/generic/build.sh
[4.300s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/zephyr/generic/client-colcon.meta
[4.333s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/zephyr/generic/configure.sh
[4.334s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/zephyr/generic/supported_platforms
[4.335s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/zephyr/dev_uros_packages.repos
[4.335s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/zephyr/dev_ros2_packages.txt
[4.337s] -- Up-to-date: /home/ubuntu/microros_ws/install/micro_ros_setup/./config/zephyr/list_apps.sh
[4.345s] Invoked command in '/home/ubuntu/microros_ws/build/micro_ros_setup' returned '0': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --install /home/ubuntu/microros_ws/build/micro_ros_setup
